"seller_id","seller_type","domain","name","is_confidential","version","seller_json_source"
"7173","PUBLISHER","studiosol.com.br","StudioSol Communicação Digital LTDA - Palco MP3",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10234","PUBLISHER","terra.com.br","Terra Networks Brasil S/A",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8088","PUBLISHER","letras.mus.br","Vignoli Comunicacao Ltda - Letras",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10272","PUBLISHER","walmart.com.br","Walmart Brasil Ltda.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2291","BOTH","bigmobile.com","Big Mobile Group Pty Ltd",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1619","BOTH","reklamstore.com","ReklamStore",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"541","INTERMEDIARY","emxdigital.com","EMX",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2444","INTERMEDIARY","socialreality.com","SRAX",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8437","INTERMEDIARY","zetaglobal.com","Zeta Global Interactive Team",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3575","INTERMEDIARY","12digitmarketing.com","12 Digit Marketing LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10163","PUBLISHER",NA,"1&1 Mail & Media Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9517","PUBLISHER","burda-forward.de","BurdaForward Advertising GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8080","PUBLISHER","ceneo.pl","Ceneo Sp. z oo",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8745","PUBLISHER",NA,"Epoch Times Europe GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8797","PUBLISHER","4media-network.com","Four Media Network GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8663","PUBLISHER",NA,"Netzwelt GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3702","INTERMEDIARY","pubstream.com","PubStream Advertising, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"6832","PUBLISHER","socialsweethearts.de","Social Sweethearts GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1578","PUBLISHER","united-internet-media.de","United Internet Media",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8873","PUBLISHER","urban-media.com","Urban Media GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"362","INTERMEDIARY","accordantmedia.com","Accordant Media",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8636","INTERMEDIARY",NA,"ATS-Trading (Accordant Media LLC)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2658","INTERMEDIARY","madisonlogic.com","Madison Logic",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7148","PUBLISHER","dba.dk","Den Bla Avis AS",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3340","PUBLISHER","ebay.com","eBay (UK) Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3415","PUBLISHER","ebay.com","eBay Advertising Group Deutschland to eBay GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7092","PUBLISHER","ebay.com.au","ebay Australia",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"4058","PUBLISHER","ebay.com","Ebay Canada & Kijiji",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7208","PUBLISHER","ebay.com","eBay Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3527","PUBLISHER","ebay-kleinanzeigen.de","eBay Kleinanzeigen GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3341","PUBLISHER","ebay.com","eBay Southern Europe",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7422","PUBLISHER","gumtree.com.au","Gumtree Australia",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7153","PUBLISHER","gumtree.co.za","Gumtree South Africa",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7634","PUBLISHER","gumtree.com","Gumtree.com Ltd",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7481","PUBLISHER","kijiji.it","Kijiji Italy",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8682","PUBLISHER","2dehands.be","Marktplaats Belgium",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8511","PUBLISHER","marktplaats.nl","Marktplaats BV",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7449","PUBLISHER","mobile.de","mobile.de GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10999","INTERMEDIARY",NA,"AppNexus EQ Test - PGD",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9619","PUBLISHER","24sverige.se","24 Sverige AB",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8053","INTERMEDIARY","adspine.com","Adspine ApS",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8570","INTERMEDIARY","adviser.se","Adviser Försäljning AB",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"6877","PUBLISHER","ask.fm","Ask.fm Europe Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9208","PUBLISHER","benjamin.dk","Benjamin Media A/S",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8290","INTERMEDIARY","densou.dk","Densou Trading Desk ApS",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8465","PUBLISHER","digitalbox.com","Digitalbox Publishing Ltd.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8291","PUBLISHER","dugout.com","Dugout Ltd.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8508","PUBLISHER","egmont.com","Egmont Publishing A/S",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8706","BOTH","enirogroup.com","Eniro Danmark A/S",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7816","PUBLISHER","euroinvestor.com","Euroinvestor.com A/S",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9030","PUBLISHER","examtime.com","ExamTime Ltd",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7378","PUBLISHER","feomedia.com","FEO Media AB",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8234","BOTH","footballmedia.com","Football Media Pvt Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"992","INTERMEDIARY","veinteractive.com","Global Digital Markets (Ve Interactive)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8185","PUBLISHER","ink361.com","INK Ltd",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8811","PUBLISHER","weblog.startpagina.nl","LEMA Lead Machine B.V.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8696","PUBLISHER","wikrgroup.com","Masug Portfolio Corp.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8981","PUBLISHER","joe.co.uk","Maximum Media Network Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9605","PUBLISHER","miniclip.com","Miniclip SA",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8505","PUBLISHER","nitronetmedia.com","Nitronet Media Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8461","PUBLISHER","nyheter365.se","Nyheter365 AB",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8488","PUBLISHER","olderiswiser.com","Older is Wiser Media Ltd",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9941","PUBLISHER","pinknews.co.uk","PinkNews Media Group LTD",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8794","PUBLISHER","popmedia.fi","Pop Media Oy",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2737","INTERMEDIARY","semilo.nl","Semilo B.V.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8935","PUBLISHER","tes.com","Tes Global Ltd",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8198","PUBLISHER","thestudentroom.com","The Student Room Group Ltd.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7393","BOTH","pubgalaxy.com","Titan Gate AD",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8386","PUBLISHER","w00tmedia.net","w00t! Media Ltd.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9160","PUBLISHER","zoover.nl","WebAssets BV",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8950","INTERMEDIARY","wmgroup.us","WMGROUP, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10044","BOTH","yormedia.com","Yormedia Solutions Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9139","INTERMEDIARY","digitalsunray.com","Digitalsunray Media GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7165","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"1789","INTERMEDIARY","groupm.com","GroupM Sp.z.o.o.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7763","INTERMEDIARY","groupm.com","GroupM_PL_LR_Seat",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3650","INTERMEDIARY","unidesq.com","Unidesq GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1848","INTERMEDIARY","groupm.com","Xaxis - Austria",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9239","INTERMEDIARY","groupm.com","Xaxis AT - Supply",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7491","INTERMEDIARY","groupm.com","Xaxis Poland Supply",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9339","PUBLISHER","aetv.com","A&E Television Networks LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10607","PUBLISHER","amcnetworks.com","AMC Networks Entertainment LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10209","PUBLISHER","discovery.com","Discovery Communications, Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8471","PUBLISHER","fubo.tv","FuboTV Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8519","PUBLISHER","pluto.tv","Pluto Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1370","INTERMEDIARY","appnexus.com","AN Challenge",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2382","INTERMEDIARY","appnexus.com","AppNexus Black (buyer)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2131","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"2132","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"9325","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"3854","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"958","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"882","INTERMEDIARY","appnexus.com","AN Talent",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3532","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"7877","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"3302","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"1904","PUBLISHER",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"2159","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"229","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"3313","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"1543","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"3535","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"3511","PUBLISHER","amicusenterprises.com","Amicus Enterprises, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7641","PUBLISHER","ancestry.com","ANCESTRY.COM",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8747","PUBLISHER","iacpublishing.com","Ask Media Group (IAC Publishing, LLC)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9093","PUBLISHER","autodesk.com","Autodesk",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7700","PUBLISHER","brainjoltmedia.com","BrainJolt LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9725","PUBLISHER","newarena.com","Brightcast, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7016","PUBLISHER","dictionary.com","Dictionary.com, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1413","PUBLISHER","digitaltrends.com","DTCN",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7936","PUBLISHER","prizegrab.com","FunGrab, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10029","PUBLISHER","wisology.com","Genius Market LTD",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3185","PUBLISHER","glassdoor.com","Glassdoor Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8283","PUBLISHER","granitemedia.com","Granite Media Group, Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"4002","PUBLISHER","imvu.com","IMVU, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8807","PUBLISHER","mobilityware.com","Mobilityware",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8617","PUBLISHER","ondemandkorea.com","ODK Media Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9163","PUBLISHER","dmv.org","Online Guru, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9199","PUBLISHER","picsart.com","PicsArt, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10240","PUBLISHER","Quizlet.com","Quizlet Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3469","PUBLISHER","spinemedia.com","Secco Squared, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7626","PUBLISHER","fexy.com","Serious Eats, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8114","PUBLISHER","collectivepress.com","SFG Media Group, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7084","PUBLISHER","slickdeals.net","Slickdeals, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8106","PUBLISHER","probuilds.net","Solomid Corporation",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7087","PUBLISHER","enflick.com","TextNow, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2587","PUBLISHER","wovendigital.com","Uproxx Media Group Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7462","PUBLISHER","urbandictionary.com","Urban Dictionary",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10334","PUBLISHER","webtoonscorp.com","WEBTOON Entertainment, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7377","PUBLISHER","whitepages.com","Whitepages.com",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9929","PUBLISHER","wikihow.com","wikiHow, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7834","PUBLISHER","wildtangent.com","WildTangent, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7382","PUBLISHER","women.com","Women.com, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7181","PUBLISHER","zimadgames.com","Ximad Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"6986","PUBLISHER","worldlifestyle.com","Z Lifestyle LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7814","PUBLISHER","zulily.com","zulily, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8540","PUBLISHER","zumobi.com","Zumobi, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8375","PUBLISHER","promiflash.de","Celebrity News AG",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8878","PUBLISHER","meinestadt.de","meinestadt.de GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7177","PUBLISHER","scout24.com","Scout24 AG",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8310","PUBLISHER","kleiderkreisel.de","Vinted UAB",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10510","PUBLISHER","t3n.de","yeebase media GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3153","BOTH","152media.info","152 Media Select",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8815","PUBLISHER","mensagenscomamor.com","9 Giga Networks Ltda ME",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10812","BOTH","adsensor.com","ADSENSOR PUBLICIDADE DIGITAL EIRELI",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8477","PUBLISHER",NA,"ADVFN Brasil Prestação de Serviços de Internet Ltda.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8124","PUBLISHER","suamusica.com.br","Ambi Servicos de Internet Ltda - Sua Musica",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10478","INTERMEDIARY",NA,"AppendAd Ltd (First Impression)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"11020","PUBLISHER",NA,"ASA MÍDIA E COMUNICAÇÕES LTDA (Metropolitana)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9249","PUBLISHER",NA,"Buen Volar S.A. (Turismo City)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7888","PUBLISHER","guiamais.com","Carvajal Informacao Ltda - GuiaMais",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8685","PUBLISHER","catracalivre.com.br","Catraca Livre Portal e Comunicação LTDA",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8303","PUBLISHER",NA,"Climanet Servicos de Internet Ltda. - Clima Tempo",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8301","PUBLISHER","americatv.com.pe","Companía Peruana de Radiodifusion S.A. (America TV)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10601","PUBLISHER","rombhus.com","Consultoría Rombhus S.A.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8270","PUBLISHER","contteudo.com","Contteudo Network Ltda.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10528","INTERMEDIARY","denakop.com","DENAKOP DIGITAL MEDIA LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9715","PUBLISHER",NA,"DEZ  PORTAIS DE INTERNET LTDA",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8554","PUBLISHER","computrabajo.com","DGNET Limited - Computrabajo",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8702","PUBLISHER","starmedia.com","Digital Starmedia Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10332","PUBLISHER","laprensagrafica.com","Dutriz Hermanos, S.A. de C.V. (La Prensa Grafica)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8201","PUBLISHER","hojeemdia.com.br","EDIMINAS S.A EDIT. GRAF. INDL. DE MINAS GERAIS - Hoje em Dia",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8089","PUBLISHER","caras.com.br","Editora Caras S/A",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7884","PUBLISHER","cartacapital.com.br","Editora Confianca Ltda - Carta Capital",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9445","PUBLISHER","eluniversal.com.co","Editora del Mar S.A (El Universal)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9491","PUBLISHER",NA,"Editora O Dia Ltda",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7064","PUBLISHER","elfinanciero.com.mx","El Financiero Marketing S.A. de C.V.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9777","PUBLISHER","elhombre.com.br","El Hombre Revista On Line LTDA",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8753","PUBLISHER","elpais.com.co","El Pais (Colombia)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8248","PUBLISHER","redebahia.com.br","EMPRESA BAIANA DE JORNALISMO SA - Rede Bahia",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8991","PUBLISHER","comboinfinito.com.br","Ethipus Servicos Administrativos em TI LTDA - ME (Combo Infinito)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9595","PUBLISHER","ofuxico.com.br","Foco Edições e Publicidade LTDA - O Fuxico",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7653","PUBLISHER","personare.com.br","Fullsense, Inc. - Personare",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9167","PUBLISHER","vanguardia.com","Galvis Ramírez & Cía. S.A. (Vanguardia)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9589","PUBLISHER",NA,"Gartic Publicidade Digital LTDA ME",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9044","PUBLISHER","gaz.com.br","Gazeta do Sul S/A",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1611","INTERMEDIARY","headwaydigital.com","Gigales S.A.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9320","PUBLISHER",NA,"GOALMEDIA TECNOLOGIA E MARKETING DIGITAL LTDA - Torcedores",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8299","PUBLISHER","jusbrasil.com.br","GOSHME SOLUCOES PARA INTERNET LTDA. - JusBrasil",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9389","PUBLISHER",NA,"Graficos Nacionales S.A – Extra, Expreso",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10675","PUBLISHER","nacion.com","Grupo Nacion S.A.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10577","INTERMEDIARY","hexagondata.com","HEXAGON DATA S A P I DE CV",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3705","INTERMEDIARY","hispanicondemand.com","Hispanic On-Demand (Media Response SL)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8803","PUBLISHER","igcorp.com.br","IG Publicidade e Conteudo Ltda.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10059","PUBLISHER",NA,"Impresora y Editorial SA DE CV (El Imparcial)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7715","INTERMEDIARY","infomoney.com.br","InfoStocks Informacoes e Sistemas Ltda. - Infomoney",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10472","PUBLISHER","juicebarads.com","JUICE BAR ADS PUBLICIDADE DIGITAL LTDA",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9345","PUBLISHER",NA,"Kiwilimon S.A.P.I de C.V",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3959","BOTH","latinon.com","Latinon Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8855","PUBLISHER","dicionarioinformal.com.br","Marcelo Muniz Informatica LTDA ME - Diario Informal",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10488","PUBLISHER",NA,"Publyads",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8443","PUBLISHER","metro.lu","Metro International S.A. (Publimetro)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8302","PUBLISHER","metropoles.com","Metropoles Mi­dia e Comunicacao LTDA",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9476","PUBLISHER",NA,"Mobilon Editora e Comércio LTDA - ME (Tecnoblog)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10515","PUBLISHER",NA,"Montiel LLC (Embi Media)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9776","PUBLISHER","nsctotal.com.br","NC COMUNICAÇÕES S/A - Diario Catarinense",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8473","PUBLISHER","objectiveoperations.com","NN&A Produções Jornalísticas LTDA – ME - DCM",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7931","PUBLISHER","gruponzn.com","No Zebra Network SA - Grupo NZN",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10027","PUBLISHER","occ.com.mx","Online Career Center México, S.A.P.I. de C.V. (OCC)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10966","PUBLISHER",NA,"Portal 5G Entretenimento Ltda (Guia da Semana)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9794","PUBLISHER",NA,"Premium Publicidade e Marketing LTDA",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1130","INTERMEDIARY","latamdigital.com","Primia Digital",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8527","PUBLISHER","independente.com.br","Radio Independente Ltda",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8374","PUBLISHER","leouve.com.br","Radio Serrana de Bento Goncalves Ltda - Leouve",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10480","PUBLISHER",NA,"(Objective) Roger Hirano Mendonca Informatica",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8441","PUBLISHER","gazetaonline.com.br","S/A A GAZETA - Gazeta Online",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9496","PUBLISHER","correiobraziliense.com.br","S/A CORREIO BRAZILIENSE",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7926","PUBLISHER","uai.com.br","SA ESTADO DE MINAS - Diarios Associados",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9693","PUBLISHER","concursosnobrasil.com.br","Sistema Roriz de Comunicação LTDA",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8768","PUBLISHER","jornaldotempo.com.br","Somar Meteorologia LTDA",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8736","PUBLISHER","superela.com","Superela Entretenimento e Informática S.A.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9569","INTERMEDIARY","tappx.com","Tappcelerator Media, S.L. (Tappx)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9985","PUBLISHER","yucatan.com.mx","Tipográfica Yucateca S.A. de C.V. (Diario de Yucatan)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1655","INTERMEDIARY","dtravelconnection.com","Travel Reservations SRL",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9626","PUBLISHER",NA,"UndeciMedia LLC (Pasion Futbol)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9840","PUBLISHER",NA,"UNILOGIC Media Group Ltda",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9694","PUBLISHER",NA,"UPSOCL",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8681","PUBLISHER","vagalume.com.br","Vagalume Mí­dia Ltda",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8556","PUBLISHER","vagas.com.br","Vagas Tecnologia de Software Ltda.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9522","PUBLISHER","blogdoenem.com.br","Vianney Consultoria em Sistema Educacional LTDA",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8315","PUBLISHER","ativo.com","Villa Olimpica Servico Eireli - Ativo.com",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9760","PUBLISHER",NA,"Viva Decora Internet SA",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10217","PUBLISHER",NA,"Voe Livre Serviço de Informação na Internet LTDA",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9534","PUBLISHER","webmotors.com.br","webmotors S/A",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9893","PUBLISHER",NA,"yieldPass LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8618","PUBLISHER","3wregie.com","3W Regie",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7479","INTERMEDIARY","armis.tech","Armis SAS",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1572","INTERMEDIARY","tradespotting.fr","Tradespotting",NA,"1.0","acdn.adnxs.comsellers1dxandr"
