"seller_id","seller_type","domain","name","is_confidential","version","seller_json_source"
"1311","BOTH","weborama.com","Weborama SA - Audience Activation",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9290","PUBLISHER","jppol.dk","JP/Politikens Hus A/S",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10600","PUBLISHER","talpanetwork.com","Talpa Technology B.V.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10752","PUBLISHER","watchmedier.dk","Watch Medier",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8240","PUBLISHER","conversant-media.com","Conversant Media Pty Ltd",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2838","PUBLISHER","domain.com.au","Domain Group",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7012","PUBLISHER","guardian.co.uk","The Guardian AU (GNM Australia Pty Ltd)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3121","INTERMEDIARY","mcn.com.au","Multi Channel Network Pty Ltd.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3621","PUBLISHER","newscorpaustralia.com","News Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8792","PUBLISHER","productreview.com.au","ProductReview.com.au Pty Ltd",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7870","PUBLISHER","realestate.com.au","Realestate.com.au Pty Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3292","INTERMEDIARY","oath.com","Adap.TV",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1868","INTERMEDIARY","aol.com","ONE by AOL Mobile Marketplace",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"273","INTERMEDIARY","yahoo-inc.com","Yahoo Ad Exchange",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9844","PUBLISHER","adevinta.com","ASM Clasificados de Mexico S.A. de C.V. - Segundamano",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8535","PUBLISHER","eluniversal.com","El Universal Mexico SA de CV",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"6983","PUBLISHER","expansion.mx","Expansion S.A de C.V.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8125","PUBLISHER","elnorte.com","Grupo Reforma",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9788","PUBLISHER","g21.com.mx","Impresiones Aereas, S.A. De C.V. (G21)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7696","PUBLISHER","imagendigital.com","Invent MX SAPI de CV (Grupo Imagen)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8227","PUBLISHER","aristeguinoticias.com","Saio Servicios, S.A. de C.V. (Aristegui Noticias)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8408","PUBLISHER","televisa.com","Televisa S.A. de C.V.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3955","PUBLISHER","tvazteca.com.mx","TV Azteca, S.A.B. de C.V.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8245","PUBLISHER","culturacolectiva.com","VICASOEN SAPI DE CV (Cultura Colectiva)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9393","PUBLISHER","answermedia.com","Answer Media, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3768","PUBLISHER","answers.com","Answers Corporation",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7252","PUBLISHER","ApartmentTherapy.com","Apartment Therapy LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7403","PUBLISHER","ap.org","Associated Press - New York",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7920","PUBLISHER","boatsgroup.com","Boats Group, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"6884","PUBLISHER","thehill.com","Capitol Hill Publishing Corp.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10082","PUBLISHER","cargurus.com","CarGurus, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3449","PUBLISHER","curiositymedia.com","Curiosity Media, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9042","PUBLISHER","ebony.com","Ebony Media Operations, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8835","PUBLISHER","gasbuddy.com","GasBuddy",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3519","PUBLISHER","gatewayblend.com","Gateway Blend LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7795","PUBLISHER","ggsoftware.io","GG Software, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9936","PUBLISHER","idg.com","IDG Communications Ltd.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3645","PUBLISHER","idg.com","IDG Tech Network Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9947","PUBLISHER","dailykos.com","Kos Media, LLC dba Daily Kos",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"6863","PUBLISHER","legacy.com","Legacy.com, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2825","PUBLISHER","corporate.britannica.com","Merriam-Webster, Incorporated, a Delaware Corporation",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"6888","PUBLISHER","mobileposse.com","Mobile Posse, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8765","PUBLISHER","motleyfool.com","Motley Fool LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7232","PUBLISHER","nationalreview.com","National Review Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7501","PUBLISHER",NA,"Nibble",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7213","PUBLISHER","billboard.com","Prometheus Global Media, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8371","PUBLISHER","sightlinemediagroup.com","Sightline Media Group, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3625","PUBLISHER","tribpub.com","Spanfeller Media Group, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7498","PUBLISHER","atlanticmedia.com","The Atlantic Monthly Group, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"6939","PUBLISHER","slategroup.com","The Slate Group, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7771","PUBLISHER","tribuneinteractive.com","Tribune Interactive",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10617","BOTH","yieldnexus.com","Yield Nexus",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9178","PUBLISHER","admeira.ch","Admeira AG",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8327","INTERMEDIARY","affili.net","affilinet GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8333","INTERMEDIARY","affili.net","affilinet GmbH (Austria)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8332","INTERMEDIARY","affili.net","affilinet GmbH (France)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8334","BOTH","affili.net","affilinet GmbH (Switzerland)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8272","PUBLISHER","bonial.com","Bonial International GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8564","PUBLISHER",NA,"Bonial SAS",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3741","PUBLISHER","goldbachgroup.com","Goldbach Digital Services AG",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8904","PUBLISHER","goldbachgermany.de","Goldbach Germany",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7823","PUBLISHER","axelspringer.de","Media Impact GmbH & Co. KG",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7676","PUBLISHER",NA,"MediaTI (Goldbach Digital Services)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8396","BOTH","softgames.de","Softgames GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3646","PUBLISHER","tamedia.ch","Tamedia AG",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8646","PUBLISHER","stepstone.co.uk","Totaljobs Group",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8147","PUBLISHER","upday.com","upday for SAMSUNG (by Axel Springer)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8907","PUBLISHER",NA,"Vertical Media GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10736","INTERMEDIARY","viewster.com","video intelligence AG",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7906","INTERMEDIARY","adform.com","AdForm A/S",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8689","INTERMEDIARY","adspruce.com","Adspruce Ltd.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"568","INTERMEDIARY","httpool.com","Httpool",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1354","INTERMEDIARY","improvedigital.com","Improve Digital",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10262","INTERMEDIARY","viooh.com","VIOOH Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9712","PUBLISHER","aller.dk","Aller Media A/S",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9406","PUBLISHER","aller.se","Aller Media AB",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10261","PUBLISHER","aller.fi","Aller Media Oy",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7217","PUBLISHER","unilad.co.uk","Bentley Harrington LTD",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7349","PUBLISHER","immediate.co.uk","Immediate Media Company London Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8852","PUBLISHER","userbenchmark.com","MAH Media Ltd",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2688","INTERMEDIARY","onscroll.com","Metric Science",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3819","PUBLISHER","news.co.uk","News UK & Ireland Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1019","INTERMEDIARY","sovrn.com","OnScroll Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3524","INTERMEDIARY","performgroup.com","Perform Media Sales Ltd.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9979","PUBLISHER","ozoneproject.com","Project Ozone",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9940","PUBLISHER","skyscanner.net","Skyscanner Ltd",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2542","PUBLISHER","telegraph.co.uk","Telegraph Media Group Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2888","PUBLISHER","guardian.co.uk","theGuardian.com",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"996","BOTH","webads.it","WebAds IT",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"994","BOTH","webads.nl","WebAds NL",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"997","BOTH","webads.es","WebAds SP",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"995","INTERMEDIARY","webads.co.uk","WebAds UK",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8999","PUBLISHER","zoopla.co.uk","Zoopla",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10212","INTERMEDIARY",NA,"Bliink",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10000","PUBLISHER",NA,"CCM Int (Figaromedias)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7693","PUBLISHER","ooshop.com","Digital Media Shopper",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10214","PUBLISHER",NA,"mediafigaro PR",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3273","PUBLISHER","media.figaro.fr","Figaromedias",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8411","PUBLISHER",NA,"MeltyGroup",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8499","PUBLISHER",NA,"MPublicite",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8253","PUBLISHER",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"1229","INTERMEDIARY","tradelab.com","TradeLab",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2687","INTERMEDIARY","tradelab.fr","Tradelab Europe",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3277","INTERMEDIARY","adswizz.com","AdsWizz Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8847","INTERMEDIARY",NA,"Beacon Spark Ltd.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"6979","INTERMEDIARY",NA,"PageFair Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3703","INTERMEDIARY","smartadserver.com","Smart RTB+",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1577","INTERMEDIARY","tritondigital.com","Triton Digital",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10490","INTERMEDIARY",NA,"Huddled Masses SSP",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"740","INTERMEDIARY","netseer.com","NetSeer Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"232","PUBLISHER","linkedin.com","LinkedIn Corporation",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8790","INTERMEDIARY","hcodemedia.com","H Code Media, Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1200","INTERMEDIARY","performance-media.de","Performance Advertising GmbH",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1209","INTERMEDIARY","advance.uk.com","Advance International Media",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"455","BOTH","Digitize.ie","Digitize",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"668","INTERMEDIARY","mediaiqdigital.com","Media iQ Digital Ltd",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3508","BOTH","proper.io","Proper Media LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9877","PUBLISHER","abc.com","ABC Owned and Operated TV Stations (ABC-OTV)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9901","PUBLISHER","disney.com","Disney ABC TV Group (DATG)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9624","PUBLISHER",NA,"Bioniclogic Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9880","PUBLISHER","disney.com","Disney Online d/b/a Disney Interactive",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9498","PUBLISHER","espn.com","ESPN International",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8978","PUBLISHER","espn.com","ESPN US",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9446","PUBLISHER","fox.com","Fox Networks Group, Inc. (FNG)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9961","PUBLISHER","marvel.com","Marvel Worldwide, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8778","PUBLISHER","abril.com.br","ABRIL COMUNICACOES S/A",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10360","PUBLISHER","att.com","DIRECTV Latin America, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9455","PUBLISHER","gazetadopovo.com.br","Gazeta do Povo",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9871","PUBLISHER","estadao.com.br","O Estado de S. Paulo S.A.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8850","PUBLISHER","clicrbs.com.br","RBS Editora Jornalística S/A",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8143","PUBLISHER","24minutesltd.com","24 Max LTD",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9451","PUBLISHER","247games.com","247 Games LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8452","PUBLISHER","deposts.com","99 Beez LTD",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1021","PUBLISHER","advance.net","Advance Internet",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"4056","PUBLISHER","alot.com","Alot, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7503","PUBLISHER","toocool2betrue.com","Brule LTD",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3492","PUBLISHER","chegg.com","Chegg, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9574","PUBLISHER","Chess.com","Chess.com, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7134","PUBLISHER","collegehumor.com","Connected Ventures, LLC (Electus Digital)",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7474","PUBLISHER","CrazyGames.com","CrazyGames.com",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8741","PUBLISHER","teastart.com","Datapproach LTD",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8751","PUBLISHER","ea.com","Electronic Arts Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3204","PUBLISHER","futureplc.com","Future US",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2139","PUBLISHER","generationpremium.com","Grand Play Media LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7588","PUBLISHER","AmericanUpbeat.com","Gray Down, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7872","PUBLISHER","livestly.com","Livestly Media Group LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8401","PUBLISHER","lovetoknow.com","LoveToKnow Media",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9731","PUBLISHER","trendscatchers.io","LQR participations Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3929","PUBLISHER","match.com","Match.com LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7384","PUBLISHER","match.com","Meetic SAS",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2965","PUBLISHER","socialtheater.com","MeetMe Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8692","INTERMEDIARY","newormedia.com","Newor Media LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3986","PUBLISHER","patch.com","Patch Media",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9623","INTERMEDIARY","publift.com","Publift Pty Ltd",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8279","PUBLISHER","rovio.com","Rovio Entertainment LTD",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9515","PUBLISHER","medical-news.org","Spike Media LTD",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9319","PUBLISHER","eternallifestyle.com","Team Sharps LTD",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7139","PUBLISHER","thedailybeast.com","The Daily Beast",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10333","PUBLISHER","eiu.com","The Economist Newspaper NA, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3611","PUBLISHER","nasdaq.com","The NASDAQ Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9796","PUBLISHER","underarmour.com","Under Armour Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3542","PUBLISHER","weatherbug.com","Weatherbug",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9951","PUBLISHER","wordreference.com","WordReference.com",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10056","PUBLISHER",NA,"YOOTV",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9237","PUBLISHER",NA,"Adscend Media LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8346","PUBLISHER","cablevision.com","Altice Media Solutions LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10322","PUBLISHER","bigstarmovies.tv","Bigstar TV, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10252","PUBLISHER","cheddar.com","Cheddar, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7726","PUBLISHER",NA,"Cracked.com",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7904","INTERMEDIARY","cynogage.com","Cynogage, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7768","PUBLISHER","grahammedia.com","Graham Media Group",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10694","PUBLISHER",NA,"NewsOn",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7316","PUBLISHER",NA,"Newsy",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9521","PUBLISHER","nexstar.tv","Nexstar Broadcasting",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8142","BOTH","ora.tv","Ora Media LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10477","PUBLISHER",NA,"Outside Television Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10125","PUBLISHER","rawstory.com","Raw Story Media, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7305","PUBLISHER","scripps.com","Scripps Media, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8350","PUBLISHER","sbgi.net","Sinclair Television Group, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7623","PUBLISHER","tegna.com","Tegna Media",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10316","PUBLISHER",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"7764","PUBLISHER","tribunemedia.com","Tribune Media Company",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7270","INTERMEDIARY","vimeo.com","Vimeo",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10157","PUBLISHER",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"7081","BOTH",NA,"AudienceWorks",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10005","INTERMEDIARY",NA,"Chartboost",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"4052","BOTH","conversantmedia.com","Conversant, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1755","BOTH","digitalthrottle.com","Digital Throttle",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1792","BOTH","gourmetads.com","Gourmet Ads Pty Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3366","INTERMEDIARY","aerserv.com","InMobi, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2480","INTERMEDIARY","ironsrc.com","IronSource",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2721","BOTH","kiosked.com","Kiosked",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2850","INTERMEDIARY","matomy.com","MobFox",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7046","PUBLISHER","myspace.com","Myspace LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2992","BOTH","playbuzz.com","playbuzz Ltd.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"74","INTERMEDIARY","pubmatic.com","PubMatic",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8178","INTERMEDIARY","pubnative.net","PubNative",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7749","INTERMEDIARY",NA,"RockYou, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1752","INTERMEDIARY","smaato.com","Smaato Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"6933","INTERMEDIARY","spot.im","Spot.IM Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3584","INTERMEDIARY","superawesome.com","SuperAwesome Trading Ltd.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7113","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"10128","INTERMEDIARY","vungle.com","Vungle",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3967","INTERMEDIARY","bmind.es","BMind Sales Maker Company S.L.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1024","BOTH","smartclip.com","Smartclip Hispania, SL",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1199","INTERMEDIARY","sunmedia.tv","SunMedia",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1846","INTERMEDIARY","groupm.com","Xaxis - Spain",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3552","PUBLISHER",NA,"CBS Interactive Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"6932","PUBLISHER","cbs.com","CBS Interactive Inc. INTL",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9170","PUBLISHER","cbs.com","CBS Local Digital Media",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7352","PUBLISHER","comicbook.com","Comicbook.com",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"6990","PUBLISHER","coxmediagroup.com","Terrier Media Buyer, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9596","PUBLISHER",NA,"Entercom Communications Corp.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8304","PUBLISHER","foxnews.com","Fox News Network LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9917","PUBLISHER","newscorp.com","Fox Television Stations, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9145","PUBLISHER","pgatour.com","PGATour.com LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3922","BOTH",NA,"Synacor",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"9316","BOTH","synacor.com","Synacor Media",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"310","BOTH","technoratimedia.com","Technorati Media",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8600","PUBLISHER","tubitv.com","Tubi Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"280","PUBLISHER","microsoft.com","Microsoft Advertising Exchange",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"226","INTERMEDIARY","microsoft.com","Microsoft Media Network US",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7142","INTERMEDIARY","involvedmedia.com","Involved Media, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3628","INTERMEDIARY","parsec.media","Parsec Media Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7397","PUBLISHER","townsquaremedia.com","Townsquare MMN LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1361","INTERMEDIARY","accuenmedia.com","Accuen Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"471","INTERMEDIARY","ajadvisers.com","AJ Advisers",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10133","INTERMEDIARY",NA,"AmpLive, Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"7792","INTERMEDIARY","atedra.com","Atedra Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3499","INTERMEDIARY","trybrick.com","Brick Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8661","INTERMEDIARY","martechadvisor.com","DemandShore Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"8189","PUBLISHER","digitaltrek.com","Enervee Corporation",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3620","INTERMEDIARY","instinctive.io","Instinctive, Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"2530","BOTH","phaedrusmedia.com","Phaedrus Media, LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10087","INTERMEDIARY","radintelligence.com","RadIntelligence",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3209","INTERMEDIARY","tightropeinteractive.com","Tightrope Interactive",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10216","INTERMEDIARY",NA,"Yellowhammer Media Group Inc.",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"1949","INTERMEDIARY","prote.in","Protein UK Limited",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"10094","INTERMEDIARY",NA,NA,"1","1.0","acdn.adnxs.comsellers1dxandr"
"3358","PUBLISHER","zergnet.com","7Hops.com, Inc",NA,"1.0","acdn.adnxs.comsellers1dxandr"
"3781","PUBLISHER","addkt.com","Addkt LLC",NA,"1.0","acdn.adnxs.comsellers1dxandr"
