"seller_id","seller_type","name","domain","is_passthrought","comment","version","seller_json_source"
"2119420f-088a-45b5-ba67-ca01b8c39930","INTERMEDIARY","PREQUEL","prequel.tv",NA,NA,"1.0","admixer.net"
"58c38681-5cad-4768-bbc5-2cbe59023a85","INTERMEDIARY","Amity Digital","amitydigital.io",NA,NA,"1.0","admixer.net"
"b0468bbb-26cb-40cf-9954-73139071eb64","INTERMEDIARY","Integral (Kuchiku.io)","integral-marketing.com",NA,NA,"1.0","admixer.net"
"7f89e9bd-c867-47d5-9501-68b7d81084d8","INTERMEDIARY","Mobchain","mobchain.com",NA,NA,"1.0","admixer.net"
"090eaf23-2b19-482c-a9de-fbfdebe9406e","BOTH","Cydersoft","cydersoft.com",NA,NA,"1.0","admixer.net"
"252cf731-02e4-4a63-92c4-e347fbf9f49e","INTERMEDIARY","Huddledmasses","huddledmasses.com",NA,NA,"1.0","admixer.net"
"4450eb74-cbb7-46e1-99dc-03440a974c6e","BOTH","SuperAds","superads.cn",NA,NA,"1.0","admixer.net"
"2d308303-028c-460a-bafb-2d80f09e3fa4","INTERMEDIARY","Zoomd","zoomd.com",NA,NA,"1.0","admixer.net"
"301e339c-35ff-4ea2-8cbd-07719e996ab9","INTERMEDIARY","Sayollo.com","Sayollo.com",NA,NA,"1.0","admixer.net"
"17afbff1-85a8-4944-8265-e33e83464f59","INTERMEDIARY","Digital Bidding AdX SSP","digital-bidding.com",NA,NA,"1.0","admixer.net"
"80ff0c70-ff57-4cbb-8722-cb7c7ae4b482","PUBLISHER","airlab.ai","airlab.ai",NA,NA,"1.0","admixer.net"
"04da2db7-1708-4d61-a379-4bab567a9c83","BOTH","Zhekapps.com","Zhekapps.com",NA,NA,"1.0","admixer.net"
"7bd673ef-536c-413b-b7c7-eec84fa381ee","PUBLISHER","hyfr","hyfr.com",NA,NA,"1.0","admixer.net"
"7b1d0577-7c48-42c2-a4d0-1613a033b8ea","BOTH","Opera","opera.com",NA,NA,"1.0","admixer.net"
"d9a72b4b-26be-4538-9160-017310ecd669","BOTH","Nuviad","nuviad.com",NA,NA,"1.0","admixer.net"
"6c2e6fa4-cc88-446a-b656-3f10ae417742","PUBLISHER","BZNS Media New","bzns.media",NA,NA,"1.0","admixer.net"
"47086c78-51f8-4694-b992-2f265d2b4d1d","BOTH","Cignal.io VAST","Cignal.io",NA,NA,"1.0","admixer.net"
"896bb9fd-993b-4ce1-a0d3-8ade64efbcc5","BOTH","Taboola","Taboola.com",NA,NA,"1.0","admixer.net"
"566e1bc0-12fe-4859-a973-45b6c91fb046","INTERMEDIARY","RhythmOne","rhythmone.com",NA,NA,"1.0","admixer.net"
"4482602c-92a1-4122-a075-120090adde80","BOTH","Pokkt","pokkt.com",NA,NA,"1.0","admixer.net"
"d504fef2-9b98-4a79-9802-4cc9b69e9788","INTERMEDIARY","Baidu","baidu.com",NA,NA,"1.0","admixer.net"
"8757be46-5992-4887-90fe-d2e6caa3c742","PUBLISHER","GOSU.AI","GOSU.AI",NA,NA,"1.0","admixer.net"
"75e4a586-442d-47c3-ac85-0b5b00547cdd","INTERMEDIARY","LunaMedia","lunamedia.io",NA,NA,"1.0","admixer.net"
"1c7dfbc8-53a7-4f14-9dc5-47ff3fd6d11c","INTERMEDIARY","Entravision","entravision.com",NA,NA,"1.0","admixer.net"
"a4d0249d-eeef-4b9f-82b9-873db5b4590c","INTERMEDIARY","AWG Media SSP","awg.la",NA,NA,"1.0","admixer.net"
"acf86919-3aa6-427b-8040-afbe27d125be","INTERMEDIARY","AppStock","app-stock.com",NA,NA,"1.0","admixer.net"
"a05d9873-0151-4234-8731-fdcd85cf924e","INTERMEDIARY","Viralize","viralize.com",NA,NA,"1.0","admixer.net"
"d09ecbf9-89f9-477f-88d7-03ded0dd0342","PUBLISHER","Timehop (Nimbus)","timehop.com",1,"direct buyer/seller of this inventory must establish an account relationship with Timehop","1.0","admixer.net"
"f641a484-7a39-4920-b0ea-77a1941bc955","PUBLISHER","717 Studio","717.studio",NA,NA,"1.0","admixer.net"
"b6339b5a-b77e-409c-9487-d249a6bec586","INTERMEDIARY","Addoox","addoox.com",NA,NA,"1.0","admixer.net"
"a92b39b9-6aed-403f-8675-2a3c5a872d25","INTERMEDIARY","Limpid","limpid.tv",NA,NA,"1.0","admixer.net"
"72efbaad-76cd-4107-b31e-84c0ef425d86","BOTH","Purplesmarttv","purplesmarttv.com",NA,NA,"1.0","admixer.net"
"9099c48d-eb49-4986-9618-79f17dab5ed4","BOTH","Appmonet.com","appmonet.com",NA,NA,"1.0","admixer.net"
"e6377194-2945-4d4d-8312-4c1ab4380614","INTERMEDIARY","Irco Tech (M51)","m51.co",NA,NA,"1.0","admixer.net"
"03fee8ee-1ea9-4784-ad34-ee170b54db5c","INTERMEDIARY","Madvertise","madvertise.com",NA,NA,"1.0","admixer.net"
"f11c18b3-5308-4bc0-bf5b-a43ef1a94e8d","INTERMEDIARY","Feeltapmedia","feeltapmedia.com",NA,NA,"1.0","admixer.net"
"ae6968af-f4ab-4c26-8fb9-f807dfa884b2","BOTH","hearst.com","hearst.com",NA,NA,"1.0","admixer.net"
"76e9762c-761c-403a-af6b-575a101eeeb2","BOTH","Nativo","nativo.com",NA,NA,"1.0","admixer.net"
"70c64be2-bfc6-4acd-b9c0-d42fa0d80594","PUBLISHER","DailyMotion oRTB","DailyMotion.com",NA,NA,"1.0","admixer.net"
"fd816d4d-e991-4a6a-bca3-45de488e65ed","BOTH","Userwave","userwave.com",NA,NA,"1.0","admixer.net"
"3a126c80-b2e9-4f62-b18b-c62c466b3a7b","INTERMEDIARY","Redzone.digital","redzone.digital",NA,NA,"1.0","admixer.net"
"a4fc102e-449c-483d-bdf8-b2a476a3f3bd","BOTH","Smaato","smaato.com",NA,NA,"1.0","admixer.net"
